"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Hepatitis B","Acute cases","Distribution by gender","%","2008","DE","Germany",2,"Female",32.284541720
"Hepatitis B","Acute cases","Distribution by gender","%","2008","DK","Denmark",1,"Male",81.818181810
"Hepatitis B","Acute cases","Distribution by gender","%","2008","DK","Denmark",2,"Female",18.181818180
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EE","Estonia",1,"Male",71.698113200
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EE","Estonia",2,"Female",28.301886790
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EL","Greece",1,"Male",75.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EL","Greece",2,"Female",25.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","ES","Spain",1,"Male",74.479889040
"Hepatitis B","Acute cases","Distribution by gender","%","2008","ES","Spain",2,"Female",25.520110950
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EU27_21","EU (without UK)",1,"Male",68.857376000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EU27_21","EU (without UK)",2,"Female",31.142623000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EU27_UK_21","EU (with UK until 2019)",1,"Male",68.926974000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EU27_UK_21","EU (with UK until 2019)",2,"Female",31.073025000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EUEEA30_21","EU/EEA (without UK)",1,"Male",68.832891000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EUEEA30_21","EU/EEA (without UK)",2,"Female",31.167108000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"Male",68.902882000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"Female",31.097117000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","FI","Finland",1,"Male",65.384615380
"Hepatitis B","Acute cases","Distribution by gender","%","2008","FI","Finland",2,"Female",34.615384610
"Hepatitis B","Acute cases","Distribution by gender","%","2008","FR","France",1,"Male",70.229007630
"Hepatitis B","Acute cases","Distribution by gender","%","2008","FR","France",2,"Female",29.770992360
"Hepatitis B","Acute cases","Distribution by gender","%","2008","HU","Hungary",1,"Male",63.636363630
"Hepatitis B","Acute cases","Distribution by gender","%","2008","HU","Hungary",2,"Female",36.363636360
"Hepatitis B","Acute cases","Distribution by gender","%","2008","IE","Ireland",1,"Male",84.810126580
"Hepatitis B","Acute cases","Distribution by gender","%","2008","IE","Ireland",2,"Female",15.189873410
"Hepatitis B","Acute cases","Distribution by gender","%","2008","LV","Latvia",1,"Male",74.825174820
"Hepatitis B","Acute cases","Distribution by gender","%","2008","LV","Latvia",2,"Female",25.174825170
"Hepatitis B","Acute cases","Distribution by gender","%","2008","NL","Netherlands",1,"Male",75.652173910
"Hepatitis B","Acute cases","Distribution by gender","%","2008","NL","Netherlands",2,"Female",24.347826080
"Hepatitis B","Acute cases","Distribution by gender","%","2008","NO","Norway",1,"Male",67.961165040
"Hepatitis B","Acute cases","Distribution by gender","%","2008","NO","Norway",2,"Female",32.038834950
"Hepatitis B","Acute cases","Distribution by gender","%","2008","RO","Romania",1,"Male",60.140845070
"Hepatitis B","Acute cases","Distribution by gender","%","2008","RO","Romania",2,"Female",39.859154920
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SE","Sweden",1,"Male",64.772727270
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SE","Sweden",2,"Female",35.227272720
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SI","Slovenia",1,"Male",70.588235290
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SI","Slovenia",2,"Female",29.411764700
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SK","Slovakia",1,"Male",59.649122800
"Hepatitis B","Acute cases","Distribution by gender","%","2008","SK","Slovakia",2,"Female",40.350877190
"Hepatitis B","Acute cases","Distribution by gender","%","2008","UK","United Kingdom",1,"Male",69.637883000
"Hepatitis B","Acute cases","Distribution by gender","%","2008","UK","United Kingdom",2,"Female",30.362116990
"Hepatitis B","Acute cases","Distribution by gender","%","2009","AT","Austria",1,"Male",83.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2009","AT","Austria",2,"Female",16.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2009","CZ","Czechia",1,"Male",70.445344120
"Hepatitis B","Acute cases","Distribution by gender","%","2009","CZ","Czechia",2,"Female",29.554655870
"Hepatitis B","Acute cases","Distribution by gender","%","2009","DE","Germany",1,"Male",65.331278890
"Hepatitis B","Acute cases","Distribution by gender","%","2009","DE","Germany",2,"Female",34.668721100
"Hepatitis B","Acute cases","Distribution by gender","%","2009","DK","Denmark",1,"Male",62.500000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","DK","Denmark",2,"Female",37.500000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EE","Estonia",1,"Male",70.370370370
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EE","Estonia",2,"Female",29.629629620
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EL","Greece",1,"Male",72.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EL","Greece",2,"Female",28.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","ES","Spain",1,"Male",70.167427700
"Hepatitis B","Acute cases","Distribution by gender","%","2009","ES","Spain",2,"Female",29.832572290
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EU27_21","EU (without UK)",1,"Male",67.813504000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EU27_21","EU (without UK)",2,"Female",32.186495000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EU27_UK_21","EU (with UK until 2019)",1,"Male",67.900172000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EU27_UK_21","EU (with UK until 2019)",2,"Female",32.099827000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EUEEA30_21","EU/EEA (without UK)",1,"Male",67.856015000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EUEEA30_21","EU/EEA (without UK)",2,"Female",32.143984000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"Male",67.936776000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"Female",32.063223000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","FI","Finland",1,"Male",83.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2009","FI","Finland",2,"Female",16.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2009","FR","France",1,"Male",78.723404250
"Hepatitis B","Acute cases","Distribution by gender","%","2009","FR","France",2,"Female",21.276595740
"Hepatitis B","Acute cases","Distribution by gender","%","2009","HU","Hungary",1,"Male",73.134328350
"Hepatitis B","Acute cases","Distribution by gender","%","2009","HU","Hungary",2,"Female",26.865671640
"Hepatitis B","Acute cases","Distribution by gender","%","2009","IE","Ireland",1,"Male",85.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","IE","Ireland",2,"Female",15.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","LV","Latvia",1,"Male",61.864406770
"Hepatitis B","Acute cases","Distribution by gender","%","2009","LV","Latvia",2,"Female",38.135593220
"Hepatitis B","Acute cases","Distribution by gender","%","2009","MT","Malta",1,"Male",100.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","MT","Malta",2,"Female",0.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2009","NL","Netherlands",1,"Male",77.884615380
"Hepatitis B","Acute cases","Distribution by gender","%","2009","NL","Netherlands",2,"Female",22.115384610
"Hepatitis B","Acute cases","Distribution by gender","%","2009","NO","Norway",1,"Male",70.175438590
"Hepatitis B","Acute cases","Distribution by gender","%","2009","NO","Norway",2,"Female",29.824561400
"Hepatitis B","Acute cases","Distribution by gender","%","2009","RO","Romania",1,"Male",59.385665520
"Hepatitis B","Acute cases","Distribution by gender","%","2009","RO","Romania",2,"Female",40.614334470
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SE","Sweden",1,"Male",64.285714280
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SE","Sweden",2,"Female",35.714285710
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SI","Slovenia",1,"Male",92.857142850
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SI","Slovenia",2,"Female",7.142857140
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SK","Slovakia",1,"Male",63.503649630
"Hepatitis B","Acute cases","Distribution by gender","%","2009","SK","Slovakia",2,"Female",36.496350360
"Hepatitis B","Acute cases","Distribution by gender","%","2009","UK","United Kingdom",1,"Male",68.617021270
"Hepatitis B","Acute cases","Distribution by gender","%","2009","UK","United Kingdom",2,"Female",31.382978720
"Hepatitis B","Acute cases","Distribution by gender","%","2010","AT","Austria",1,"Male",62.500000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","AT","Austria",2,"Female",37.500000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","CZ","Czechia",1,"Male",73.059360730
"Hepatitis B","Acute cases","Distribution by gender","%","2010","CZ","Czechia",2,"Female",26.940639260
"Hepatitis B","Acute cases","Distribution by gender","%","2010","DE","Germany",1,"Male",68.396946560
"Hepatitis B","Acute cases","Distribution by gender","%","2010","DE","Germany",2,"Female",31.603053430
"Hepatitis B","Acute cases","Distribution by gender","%","2010","DK","Denmark",1,"Male",75.862068960
"Hepatitis B","Acute cases","Distribution by gender","%","2010","DK","Denmark",2,"Female",24.137931030
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EE","Estonia",1,"Male",70.833333330
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EE","Estonia",2,"Female",29.166666660
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EL","Greece",1,"Male",64.705882350
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EL","Greece",2,"Female",35.294117640
"Hepatitis B","Acute cases","Distribution by gender","%","2010","ES","Spain",1,"Male",74.522292990
"Hepatitis B","Acute cases","Distribution by gender","%","2010","ES","Spain",2,"Female",25.477707000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EU27_21","EU (without UK)",1,"Male",68.932676000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EU27_21","EU (without UK)",2,"Female",31.067323000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EU27_UK_21","EU (with UK until 2019)",1,"Male",68.994494000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EU27_UK_21","EU (with UK until 2019)",2,"Female",31.005505000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EUEEA30_21","EU/EEA (without UK)",1,"Male",69.030579000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EUEEA30_21","EU/EEA (without UK)",2,"Female",30.969420000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"Male",69.080459000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"Female",30.919540000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","FI","Finland",1,"Male",83.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2010","FI","Finland",2,"Female",16.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2010","FR","France",1,"Male",69.230769230
"Hepatitis B","Acute cases","Distribution by gender","%","2010","FR","France",2,"Female",30.769230760
"Hepatitis B","Acute cases","Distribution by gender","%","2010","HU","Hungary",1,"Male",73.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2010","HU","Hungary",2,"Female",26.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2010","IE","Ireland",1,"Male",92.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","IE","Ireland",2,"Female",8.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","IS","Iceland",1,"Male",100.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","IS","Iceland",2,"Female",0.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","LT","Lithuania",1,"Male",53.521126760
"Hepatitis B","Acute cases","Distribution by gender","%","2010","LT","Lithuania",2,"Female",46.478873230
"Hepatitis B","Acute cases","Distribution by gender","%","2010","LV","Latvia",1,"Male",52.747252740
"Hepatitis B","Acute cases","Distribution by gender","%","2010","LV","Latvia",2,"Female",47.252747250
"Hepatitis B","Acute cases","Distribution by gender","%","2010","MT","Malta",1,"Male",75.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","MT","Malta",2,"Female",25.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","NL","Netherlands",1,"Male",79.081632650
"Hepatitis B","Acute cases","Distribution by gender","%","2010","NL","Netherlands",2,"Female",20.918367340
"Hepatitis B","Acute cases","Distribution by gender","%","2010","NO","Norway",1,"Male",77.777777770
"Hepatitis B","Acute cases","Distribution by gender","%","2010","NO","Norway",2,"Female",22.222222220
"Hepatitis B","Acute cases","Distribution by gender","%","2010","PL","Poland",1,"Male",66.406250000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","PL","Poland",2,"Female",33.593750000
"Hepatitis B","Acute cases","Distribution by gender","%","2010","RO","Romania",1,"Male",60.493827160
"Hepatitis B","Acute cases","Distribution by gender","%","2010","RO","Romania",2,"Female",39.506172830
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SE","Sweden",1,"Male",63.414634140
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SE","Sweden",2,"Female",36.585365850
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SI","Slovenia",1,"Male",85.714285710
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SI","Slovenia",2,"Female",14.285714280
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SK","Slovakia",1,"Male",64.864864860
"Hepatitis B","Acute cases","Distribution by gender","%","2010","SK","Slovakia",2,"Female",35.135135130
"Hepatitis B","Acute cases","Distribution by gender","%","2010","UK","United Kingdom",1,"Male",69.458128070
"Hepatitis B","Acute cases","Distribution by gender","%","2010","UK","United Kingdom",2,"Female",30.541871920
"Hepatitis B","Acute cases","Distribution by gender","%","2011","AT","Austria",1,"Male",75.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","AT","Austria",2,"Female",25.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","CZ","Czechia",1,"Male",70.157068060
"Hepatitis B","Acute cases","Distribution by gender","%","2011","CZ","Czechia",2,"Female",29.842931930
"Hepatitis B","Acute cases","Distribution by gender","%","2011","DE","Germany",1,"Male",70.503597120
"Hepatitis B","Acute cases","Distribution by gender","%","2011","DE","Germany",2,"Female",29.496402870
"Hepatitis B","Acute cases","Distribution by gender","%","2011","DK","Denmark",1,"Male",81.250000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","DK","Denmark",2,"Female",18.750000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EE","Estonia",1,"Male",46.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EE","Estonia",2,"Female",53.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EL","Greece",1,"Male",76.315789470
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EL","Greece",2,"Female",23.684210520
"Hepatitis B","Acute cases","Distribution by gender","%","2011","ES","Spain",1,"Male",69.772256720
"Hepatitis B","Acute cases","Distribution by gender","%","2011","ES","Spain",2,"Female",30.227743270
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EU27_21","EU (without UK)",1,"Male",67.835820000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EU27_21","EU (without UK)",2,"Female",32.164179000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EU27_UK_21","EU (with UK until 2019)",1,"Male",67.686129000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EU27_UK_21","EU (with UK until 2019)",2,"Female",32.313870000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EUEEA30_21","EU/EEA (without UK)",1,"Male",68.042366000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EUEEA30_21","EU/EEA (without UK)",2,"Female",31.957633000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"Male",67.860394000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"Female",32.139605000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","FI","Finland",1,"Male",72.222222220
"Hepatitis B","Acute cases","Distribution by gender","%","2011","FI","Finland",2,"Female",27.777777770
"Hepatitis B","Acute cases","Distribution by gender","%","2011","FR","France",1,"Male",65.686274500
"Hepatitis B","Acute cases","Distribution by gender","%","2011","FR","France",2,"Female",34.313725490
"Hepatitis B","Acute cases","Distribution by gender","%","2011","HU","Hungary",1,"Male",77.611940290
"Hepatitis B","Acute cases","Distribution by gender","%","2011","HU","Hungary",2,"Female",22.388059700
"Hepatitis B","Acute cases","Distribution by gender","%","2011","IE","Ireland",1,"Male",84.444444440
"Hepatitis B","Acute cases","Distribution by gender","%","2011","IE","Ireland",2,"Female",15.555555550
"Hepatitis B","Acute cases","Distribution by gender","%","2011","IS","Iceland",1,"Male",50.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","IS","Iceland",2,"Female",50.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","LT","Lithuania",1,"Male",60.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","LT","Lithuania",2,"Female",40.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","LV","Latvia",1,"Male",49.180327860
"Hepatitis B","Acute cases","Distribution by gender","%","2011","LV","Latvia",2,"Female",50.819672130
"Hepatitis B","Acute cases","Distribution by gender","%","2011","MT","Malta",1,"Male",66.666666660
"Hepatitis B","Acute cases","Distribution by gender","%","2011","MT","Malta",2,"Female",33.333333330
"Hepatitis B","Acute cases","Distribution by gender","%","2011","NL","Netherlands",1,"Male",77.848101260
"Hepatitis B","Acute cases","Distribution by gender","%","2011","NL","Netherlands",2,"Female",22.151898730
"Hepatitis B","Acute cases","Distribution by gender","%","2011","NO","Norway",1,"Male",78.571428570
"Hepatitis B","Acute cases","Distribution by gender","%","2011","NO","Norway",2,"Female",21.428571420
"Hepatitis B","Acute cases","Distribution by gender","%","2011","PL","Poland",1,"Male",67.307692300
"Hepatitis B","Acute cases","Distribution by gender","%","2011","PL","Poland",2,"Female",32.692307690
"Hepatitis B","Acute cases","Distribution by gender","%","2011","PT","Portugal",1,"Male",100.000000000
"Hepatitis B","Acute cases","Distribution by gender","%","2011","PT","Portugal",2,"Female",0.000000000
