,Country,Time,Gender,Category_age,Chronic_percentage,Acute_percentage
4316,Greece,2022,Male,45-54,0.01,9.6
4317,Greece,2022,Male,5-14,0.0,1.6
4318,Greece,2022,Male,55-64,0.01,8.000000000000002
4319,Greece,2022,Male,65+,0.02,8.000000000000002
4320,Greece,2023,Female,0-4,0.0,0.0
4321,Greece,2023,Female,15-19,0.0,1.7499999999999998
4322,Greece,2023,Female,20-24,0.0,0.0
4323,Greece,2023,Female,25-34,0.01,0.0
4324,Greece,2023,Female,35-44,0.01,8.05
4325,Greece,2023,Female,45-54,0.01,12.249999999999998
4326,Greece,2023,Female,5-14,0.0,0.0
4327,Greece,2023,Female,55-64,0.02,3.85
4328,Greece,2023,Female,65+,0.03,8.05
4329,Greece,2023,Male,0-4,0.0,0.0
4330,Greece,2023,Male,15-19,0.0,3.2
4331,Greece,2023,Male,20-24,0.0,0.0
4332,Greece,2023,Male,25-34,0.02,0.0
4333,Greece,2023,Male,35-44,0.02,14.72
4334,Greece,2023,Male,45-54,0.02,22.4
4335,Greece,2023,Male,5-14,0.0,0.0
4336,Greece,2023,Male,55-64,0.04,7.04
4337,Greece,2023,Male,65+,0.06,14.72
4338,Hungary,2006,Female,0-4,,0.4099999999999999
4339,Hungary,2006,Female,15-19,,0.8199999999999998
4340,Hungary,2006,Female,20-24,,3.28
4341,Hungary,2006,Female,25-34,,13.119999999999996
4342,Hungary,2006,Female,35-44,,9.839999999999998
4343,Hungary,2006,Female,45-54,,4.919999999999999
4344,Hungary,2006,Female,5-14,,1.2299999999999998
4345,Hungary,2006,Female,55-64,,3.28
4346,Hungary,2006,Female,65+,,2.4599999999999995
4347,Hungary,2006,Male,0-4,,0.58
4348,Hungary,2006,Male,15-19,,1.16
4349,Hungary,2006,Male,20-24,,4.64
4350,Hungary,2006,Male,25-34,,18.56
4351,Hungary,2006,Male,35-44,,13.919999999999998
4352,Hungary,2006,Male,45-54,,6.959999999999999
4353,Hungary,2006,Male,5-14,,1.7399999999999998
4354,Hungary,2006,Male,55-64,,4.64
4355,Hungary,2006,Male,65+,,3.4799999999999995
4356,Hungary,2007,Female,0-4,,0.0
4357,Hungary,2007,Female,15-19,,0.66
4358,Hungary,2007,Female,20-24,,1.1
4359,Hungary,2007,Female,25-34,,7.919999999999999
4360,Hungary,2007,Female,35-44,,3.3000000000000003
4361,Hungary,2007,Female,45-54,,2.64
4362,Hungary,2007,Female,5-14,,0.44
4363,Hungary,2007,Female,55-64,,2.42
4364,Hungary,2007,Female,65+,,2.86
4365,Hungary,2007,Male,0-4,,0.0
4366,Hungary,2007,Male,15-19,,2.31
4367,Hungary,2007,Male,20-24,,3.850000000000001
4368,Hungary,2007,Male,25-34,,27.72
4369,Hungary,2007,Male,35-44,,11.55
4370,Hungary,2007,Male,45-54,,9.24
4371,Hungary,2007,Male,5-14,,1.54
4372,Hungary,2007,Male,55-64,,8.469999999999999
4373,Hungary,2007,Male,65+,,10.010000000000002
4374,Hungary,2008,Female,0-4,,0.36
4375,Hungary,2008,Female,15-19,,0.72
4376,Hungary,2008,Female,20-24,,2.16
4377,Hungary,2008,Female,25-34,,7.56
4378,Hungary,2008,Female,35-44,,6.84
4379,Hungary,2008,Female,45-54,,6.48
4380,Hungary,2008,Female,5-14,,1.7999999999999998
4381,Hungary,2008,Female,55-64,,6.12
4382,Hungary,2008,Female,65+,,2.52
4383,Hungary,2008,Male,0-4,,0.63
4384,Hungary,2008,Male,15-19,,1.26
4385,Hungary,2008,Male,20-24,,3.78
4386,Hungary,2008,Male,25-34,,13.23
4387,Hungary,2008,Male,35-44,,11.97
4388,Hungary,2008,Male,45-54,,11.34
4389,Hungary,2008,Male,5-14,,3.15
4390,Hungary,2008,Male,55-64,,10.71
4391,Hungary,2008,Male,65+,,4.410000000000001
4392,Hungary,2009,Female,0-4,,0.26
4393,Hungary,2009,Female,15-19,,0.0
4394,Hungary,2009,Female,20-24,,0.26
4395,Hungary,2009,Female,25-34,,7.28
4396,Hungary,2009,Female,35-44,,7.539999999999999
4397,Hungary,2009,Female,45-54,,2.08
4398,Hungary,2009,Female,5-14,,1.04
4399,Hungary,2009,Female,55-64,,3.64
4400,Hungary,2009,Female,65+,,2.6
4401,Hungary,2009,Male,0-4,,0.73
4402,Hungary,2009,Male,15-19,,0.0
4403,Hungary,2009,Male,20-24,,0.73
4404,Hungary,2009,Male,25-34,,20.44
4405,Hungary,2009,Male,35-44,,21.17
4406,Hungary,2009,Male,45-54,,5.84
4407,Hungary,2009,Male,5-14,,2.92
4408,Hungary,2009,Male,55-64,,10.22
4409,Hungary,2009,Male,65+,,7.3
4410,Hungary,2010,Female,0-4,,0.0
4411,Hungary,2010,Female,15-19,,0.26
4412,Hungary,2010,Female,20-24,,2.08
4413,Hungary,2010,Female,25-34,,3.3800000000000003
4414,Hungary,2010,Female,35-44,,7.28
4415,Hungary,2010,Female,45-54,,6.5
4416,Hungary,2010,Female,5-14,,0.26
4417,Hungary,2010,Female,55-64,,2.86
4418,Hungary,2010,Female,65+,,2.6
4419,Hungary,2010,Male,0-4,,0.0
4420,Hungary,2010,Male,15-19,,0.73
4421,Hungary,2010,Male,20-24,,5.84
4422,Hungary,2010,Male,25-34,,9.49
4423,Hungary,2010,Male,35-44,,20.44
4424,Hungary,2010,Male,45-54,,18.25
4425,Hungary,2010,Male,5-14,,0.73
4426,Hungary,2010,Male,55-64,,8.03
4427,Hungary,2010,Male,65+,,7.3
4428,Hungary,2011,Female,0-4,,0.0
4429,Hungary,2011,Female,15-19,,0.0
4430,Hungary,2011,Female,20-24,,0.22
4431,Hungary,2011,Female,25-34,,9.46
4432,Hungary,2011,Female,35-44,,5.72
4433,Hungary,2011,Female,45-54,,2.2
4434,Hungary,2011,Female,5-14,,0.0
4435,Hungary,2011,Female,55-64,,2.2
4436,Hungary,2011,Female,65+,,1.5400000000000005
4437,Hungary,2011,Male,0-4,,0.0
4438,Hungary,2011,Male,15-19,,0.0
4439,Hungary,2011,Male,20-24,,0.77
4440,Hungary,2011,Male,25-34,,33.11
4441,Hungary,2011,Male,35-44,,20.020000000000003
4442,Hungary,2011,Male,45-54,,7.700000000000001
4443,Hungary,2011,Male,5-14,,0.0
4444,Hungary,2011,Male,55-64,,7.700000000000001
4445,Hungary,2011,Male,65+,,5.390000000000001
4446,Hungary,2012,Female,0-4,,0.96
4447,Hungary,2012,Female,15-19,,0.0
4448,Hungary,2012,Female,20-24,,0.32
4449,Hungary,2012,Female,25-34,,10.24
4450,Hungary,2012,Female,35-44,,8.32
4451,Hungary,2012,Female,45-54,,4.16
4452,Hungary,2012,Female,5-14,,0.0
4453,Hungary,2012,Female,55-64,,4.8
4454,Hungary,2012,Female,65+,,2.24
4455,Hungary,2012,Male,0-4,,2.01
4456,Hungary,2012,Male,15-19,,0.0
4457,Hungary,2012,Male,20-24,,0.67
4458,Hungary,2012,Male,25-34,,21.44
4459,Hungary,2012,Male,35-44,,17.42
4460,Hungary,2012,Male,45-54,,8.71
4461,Hungary,2012,Male,5-14,,0.0
4462,Hungary,2012,Male,55-64,,10.05
4463,Hungary,2012,Male,65+,,4.69
4464,Hungary,2013,Female,0-4,,0.29
4465,Hungary,2013,Female,15-19,,0.0
4466,Hungary,2013,Female,20-24,,0.0
4467,Hungary,2013,Female,25-34,,7.829999999999999
4468,Hungary,2013,Female,35-44,,9.57
4469,Hungary,2013,Female,45-54,,4.930000000000001
4470,Hungary,2013,Female,5-14,,0.8699999999999999
4471,Hungary,2013,Female,55-64,,3.19
4472,Hungary,2013,Female,65+,,1.16
4473,Hungary,2013,Male,0-4,,0.7
4474,Hungary,2013,Male,15-19,,0.0
4475,Hungary,2013,Male,20-24,,0.0
4476,Hungary,2013,Male,25-34,,18.9
4477,Hungary,2013,Male,35-44,,23.1
4478,Hungary,2013,Male,45-54,,11.9
4479,Hungary,2013,Male,5-14,,2.1
4480,Hungary,2013,Male,55-64,,7.7
4481,Hungary,2013,Male,65+,,2.8
4482,Hungary,2014,Female,0-4,,1.4
4483,Hungary,2014,Female,15-19,,0.35
4484,Hungary,2014,Female,20-24,,0.35
4485,Hungary,2014,Female,25-34,,8.399999999999999
4486,Hungary,2014,Female,35-44,,8.05
4487,Hungary,2014,Female,45-54,,4.55
4488,Hungary,2014,Female,5-14,,0.35
4489,Hungary,2014,Female,55-64,,6.3
4490,Hungary,2014,Female,65+,,3.5
4491,Hungary,2014,Male,0-4,,2.56
4492,Hungary,2014,Male,15-19,,0.64
4493,Hungary,2014,Male,20-24,,0.64
4494,Hungary,2014,Male,25-34,,15.36
4495,Hungary,2014,Male,35-44,,14.72
4496,Hungary,2014,Male,45-54,,8.32
4497,Hungary,2014,Male,5-14,,0.64
4498,Hungary,2014,Male,55-64,,11.52
4499,Hungary,2014,Male,65+,,6.4
4500,Hungary,2015,Female,0-4,,0.0
4501,Hungary,2015,Female,15-19,,0.0
4502,Hungary,2015,Female,20-24,,1.86
4503,Hungary,2015,Female,25-34,,5.2700000000000005
4504,Hungary,2015,Female,35-44,,8.68
4505,Hungary,2015,Female,45-54,,5.2700000000000005
4506,Hungary,2015,Female,5-14,,0.0
4507,Hungary,2015,Female,55-64,,5.2700000000000005
4508,Hungary,2015,Female,65+,,3.41
4509,Hungary,2015,Male,0-4,,0.0
4510,Hungary,2015,Male,15-19,,0.0
4511,Hungary,2015,Male,20-24,,4.08
4512,Hungary,2015,Male,25-34,,11.560000000000002
4513,Hungary,2015,Male,35-44,,19.040000000000003
4514,Hungary,2015,Male,45-54,,11.560000000000002
4515,Hungary,2015,Male,5-14,,0.0
4516,Hungary,2015,Male,55-64,,11.560000000000002
4517,Hungary,2015,Male,65+,,7.48
4518,Hungary,2016,Female,0-4,,0.0
4519,Hungary,2016,Female,15-19,,0.36
4520,Hungary,2016,Female,20-24,,0.0
4521,Hungary,2016,Female,25-34,,5.04
4522,Hungary,2016,Female,35-44,,11.52
4523,Hungary,2016,Female,45-54,,7.199999999999999
4524,Hungary,2016,Female,5-14,,0.0
4525,Hungary,2016,Female,55-64,,6.48
4526,Hungary,2016,Female,65+,,4.319999999999999
4527,Hungary,2016,Male,0-4,,0.0
4528,Hungary,2016,Male,15-19,,0.63
4529,Hungary,2016,Male,20-24,,0.0
4530,Hungary,2016,Male,25-34,,8.820000000000002
4531,Hungary,2016,Male,35-44,,20.16
4532,Hungary,2016,Male,45-54,,12.6
4533,Hungary,2016,Male,5-14,,0.0
4534,Hungary,2016,Male,55-64,,11.34
4535,Hungary,2016,Male,65+,,7.56
4536,Hungary,2017,Female,0-4,,0.0
4537,Hungary,2017,Female,15-19,,0.0
4538,Hungary,2017,Female,20-24,,0.0
4539,Hungary,2017,Female,25-34,,1.82
4540,Hungary,2017,Female,35-44,,8.58
4541,Hungary,2017,Female,45-54,,5.46
4542,Hungary,2017,Female,5-14,,0.0
4543,Hungary,2017,Female,55-64,,4.94
4544,Hungary,2017,Female,65+,,4.94
4545,Hungary,2017,Male,0-4,,0.0
4546,Hungary,2017,Male,15-19,,0.0
4547,Hungary,2017,Male,20-24,,0.0
4548,Hungary,2017,Male,25-34,,5.11
4549,Hungary,2017,Male,35-44,,24.09
4550,Hungary,2017,Male,45-54,,15.329999999999998
4551,Hungary,2017,Male,5-14,,0.0
4552,Hungary,2017,Male,55-64,,13.87
4553,Hungary,2017,Male,65+,,13.87
4554,Hungary,2018,Female,0-4,,0.68
4555,Hungary,2018,Female,15-19,,0.68
4556,Hungary,2018,Female,20-24,,0.0
4557,Hungary,2018,Female,25-34,,4.760000000000001
4558,Hungary,2018,Female,35-44,,5.780000000000001
4559,Hungary,2018,Female,45-54,,9.52
4560,Hungary,2018,Female,5-14,,0.0
4561,Hungary,2018,Female,55-64,,5.780000000000001
4562,Hungary,2018,Female,65+,,5.780000000000001
4563,Hungary,2018,Male,0-4,,1.3
4564,Hungary,2018,Male,15-19,,1.3
4565,Hungary,2018,Male,20-24,,0.0
4566,Hungary,2018,Male,25-34,,9.1
4567,Hungary,2018,Male,35-44,,11.05
4568,Hungary,2018,Male,45-54,,18.200000000000003
4569,Hungary,2018,Male,5-14,,0.0
4570,Hungary,2018,Male,55-64,,11.05
4571,Hungary,2018,Male,65+,,11.05
4572,Hungary,2019,Female,0-4,,0.0
4573,Hungary,2019,Female,15-19,,0.0
4574,Hungary,2019,Female,20-24,,0.0
4575,Hungary,2019,Female,25-34,,6.97
4576,Hungary,2019,Female,35-44,,4.51
4577,Hungary,2019,Female,45-54,,9.43
4578,Hungary,2019,Female,5-14,,0.0
4579,Hungary,2019,Female,55-64,,9.43
4580,Hungary,2019,Female,65+,,9.43
4581,Hungary,2019,Male,0-4,,0.0
4582,Hungary,2019,Male,15-19,,0.0
4583,Hungary,2019,Male,20-24,,0.0
4584,Hungary,2019,Male,25-34,,9.86
4585,Hungary,2019,Male,35-44,,6.38
4586,Hungary,2019,Male,45-54,,13.34
4587,Hungary,2019,Male,5-14,,0.0
4588,Hungary,2019,Male,55-64,,13.34
4589,Hungary,2019,Male,65+,,13.34
4590,Hungary,2020,Female,0-4,,0.0
4591,Hungary,2020,Female,15-19,,0.0
4592,Hungary,2020,Female,20-24,,5.880000000000001
4593,Hungary,2020,Female,25-34,,2.9400000000000004
4594,Hungary,2020,Female,35-44,,8.819999999999999
4595,Hungary,2020,Female,45-54,,14.7
4596,Hungary,2020,Female,5-14,,0.0
4597,Hungary,2020,Female,55-64,,5.880000000000001
4598,Hungary,2020,Female,65+,,2.9400000000000004
4599,Hungary,2020,Male,0-4,,0.0
4600,Hungary,2020,Male,15-19,,0.0
4601,Hungary,2020,Male,20-24,,7.979999999999999
4602,Hungary,2020,Male,25-34,,3.99
4603,Hungary,2020,Male,35-44,,11.97
4604,Hungary,2020,Male,45-54,,19.95
4605,Hungary,2020,Male,5-14,,0.0
4606,Hungary,2020,Male,55-64,,7.979999999999999
4607,Hungary,2020,Male,65+,,3.99
4608,Hungary,2021,Female,0-4,,0.0
4609,Hungary,2021,Female,15-19,,0.0
4610,Hungary,2021,Female,20-24,,0.0
4611,Hungary,2021,Female,25-34,,8.819999999999999
4612,Hungary,2021,Female,35-44,,11.760000000000002
4613,Hungary,2021,Female,45-54,,5.880000000000001
4614,Hungary,2021,Female,5-14,,0.0
4615,Hungary,2021,Female,55-64,,8.819999999999999
4616,Hungary,2021,Female,65+,,5.880000000000001
4617,Hungary,2021,Male,0-4,,0.0
4618,Hungary,2021,Male,15-19,,0.0
4619,Hungary,2021,Male,20-24,,0.0
4620,Hungary,2021,Male,25-34,,11.97
4621,Hungary,2021,Male,35-44,,15.96
4622,Hungary,2021,Male,45-54,,7.979999999999999
4623,Hungary,2021,Male,5-14,,0.0
4624,Hungary,2021,Male,55-64,,11.97
4625,Hungary,2021,Male,65+,,7.979999999999999
4626,Hungary,2022,Female,0-4,,0.0
4627,Hungary,2022,Female,15-19,,0.0
4628,Hungary,2022,Female,20-24,,0.0
4629,Hungary,2022,Female,25-34,,4.42
4630,Hungary,2022,Female,35-44,,5.780000000000001
4631,Hungary,2022,Female,45-54,,11.560000000000002
4632,Hungary,2022,Female,5-14,,0.0
4633,Hungary,2022,Female,55-64,,8.84
4634,Hungary,2022,Female,65+,,2.72
4635,Hungary,2022,Male,0-4,,0.0
4636,Hungary,2022,Male,15-19,,0.0
4637,Hungary,2022,Male,20-24,,0.0
4638,Hungary,2022,Male,25-34,,8.450000000000001
4639,Hungary,2022,Male,35-44,,11.05
4640,Hungary,2022,Male,45-54,,22.1
4641,Hungary,2022,Male,5-14,,0.0
4642,Hungary,2022,Male,55-64,,16.900000000000002
4643,Hungary,2022,Male,65+,,5.2
4644,Hungary,2023,Female,0-4,,0.0
4645,Hungary,2023,Female,15-19,,0.0
4646,Hungary,2023,Female,20-24,,0.0
4647,Hungary,2023,Female,25-34,,5.72
4648,Hungary,2023,Female,35-44,,8.84
4649,Hungary,2023,Female,45-54,,11.96
4650,Hungary,2023,Female,5-14,,0.0
4651,Hungary,2023,Female,55-64,,8.84
4652,Hungary,2023,Female,65+,,15.079999999999998
4653,Hungary,2023,Male,0-4,,0.0
4654,Hungary,2023,Male,15-19,,0.0
4655,Hungary,2023,Male,20-24,,0.0
4656,Hungary,2023,Male,25-34,,5.17
4657,Hungary,2023,Male,35-44,,7.99
4658,Hungary,2023,Male,45-54,,10.81
4659,Hungary,2023,Male,5-14,,0.0
4660,Hungary,2023,Male,55-64,,7.99
4661,Hungary,2023,Male,65+,,13.629999999999995
4662,Iceland,2010,Female,0-4,0.0,0.0
4663,Iceland,2010,Female,15-19,0.0,0.0
4664,Iceland,2010,Female,20-24,0.0,0.0
4665,Iceland,2010,Female,25-34,0.0,0.0
4666,Iceland,2010,Female,35-44,0.0,0.0
4667,Iceland,2010,Female,45-54,0.0,0.0
4668,Iceland,2010,Female,5-14,0.0,0.0
4669,Iceland,2010,Female,55-64,0.0,0.0
4670,Iceland,2010,Female,65+,0.0,0.0
4671,Iceland,2010,Male,0-4,0.0,0.0
4672,Iceland,2010,Male,15-19,0.0,50.0
4673,Iceland,2010,Male,20-24,0.0,0.0
4674,Iceland,2010,Male,25-34,0.0,0.0
4675,Iceland,2010,Male,35-44,0.0,0.0
4676,Iceland,2010,Male,45-54,0.0,50.0
4677,Iceland,2010,Male,5-14,0.0,0.0
4678,Iceland,2010,Male,55-64,0.0,0.0
4679,Iceland,2010,Male,65+,0.0,0.0
4680,Iceland,2011,Female,0-4,0.0,0.0
4681,Iceland,2011,Female,15-19,0.0,0.0
4682,Iceland,2011,Female,20-24,0.0,25.0
4683,Iceland,2011,Female,25-34,0.0,0.0
4684,Iceland,2011,Female,35-44,0.0,0.0
4685,Iceland,2011,Female,45-54,0.0,25.0
4686,Iceland,2011,Female,5-14,0.0,0.0
4687,Iceland,2011,Female,55-64,0.0,0.0
4688,Iceland,2011,Female,65+,0.0,0.0
4689,Iceland,2011,Male,0-4,0.0,0.0
4690,Iceland,2011,Male,15-19,0.0,0.0
4691,Iceland,2011,Male,20-24,0.0,25.0
4692,Iceland,2011,Male,25-34,0.0,0.0
4693,Iceland,2011,Male,35-44,0.0,0.0
4694,Iceland,2011,Male,45-54,0.0,25.0
4695,Iceland,2011,Male,5-14,0.0,0.0
4696,Iceland,2011,Male,55-64,0.0,0.0
4697,Iceland,2011,Male,65+,0.0,0.0
4698,Iceland,2012,Female,0-4,0.0,0.0
4699,Iceland,2012,Female,15-19,0.0,0.0
4700,Iceland,2012,Female,20-24,0.0,66.0
4701,Iceland,2012,Female,25-34,0.0,0.0
4702,Iceland,2012,Female,35-44,0.0,0.0
4703,Iceland,2012,Female,45-54,0.0,0.0
4704,Iceland,2012,Female,5-14,0.0,0.0
4705,Iceland,2012,Female,55-64,0.0,0.0
4706,Iceland,2012,Female,65+,0.0,0.0
4707,Iceland,2012,Male,0-4,0.0,0.0
4708,Iceland,2012,Male,15-19,0.0,0.0
4709,Iceland,2012,Male,20-24,0.0,33.0
4710,Iceland,2012,Male,25-34,0.0,0.0
4711,Iceland,2012,Male,35-44,0.0,0.0
4712,Iceland,2012,Male,45-54,0.0,0.0
4713,Iceland,2012,Male,5-14,0.0,0.0
4714,Iceland,2012,Male,55-64,0.0,0.0
4715,Iceland,2012,Male,65+,0.0,0.0
4716,Iceland,2013,Female,0-4,0.0,0.0
4717,Iceland,2013,Female,15-19,0.0,0.0
4718,Iceland,2013,Female,20-24,0.0,0.0
4719,Iceland,2013,Female,25-34,0.0,0.0
4720,Iceland,2013,Female,35-44,0.0,0.0
4721,Iceland,2013,Female,45-54,0.0,0.0
4722,Iceland,2013,Female,5-14,0.0,0.0
4723,Iceland,2013,Female,55-64,0.0,0.0
4724,Iceland,2013,Female,65+,0.0,0.0
4725,Iceland,2013,Male,0-4,0.0,0.0
4726,Iceland,2013,Male,15-19,0.0,0.0
4727,Iceland,2013,Male,20-24,0.0,66.0
4728,Iceland,2013,Male,25-34,0.0,0.0
4729,Iceland,2013,Male,35-44,0.0,0.0
4730,Iceland,2013,Male,45-54,0.0,33.0
4731,Iceland,2013,Male,5-14,0.0,0.0
4732,Iceland,2013,Male,55-64,0.0,0.0
4733,Iceland,2013,Male,65+,0.0,0.0
4734,Iceland,2014,Female,0-4,0.0,0.0
4735,Iceland,2014,Female,15-19,0.0,0.0
4736,Iceland,2014,Female,20-24,0.0,0.0
4737,Iceland,2014,Female,25-34,0.0,10.89
4738,Iceland,2014,Female,35-44,0.0,0.0
4739,Iceland,2014,Female,45-54,0.0,10.89
4740,Iceland,2014,Female,5-14,0.0,0.0
4741,Iceland,2014,Female,55-64,0.0,10.89
4742,Iceland,2014,Female,65+,0.0,0.0
4743,Iceland,2014,Male,0-4,0.0,0.0
4744,Iceland,2014,Male,15-19,0.0,0.0
4745,Iceland,2014,Male,20-24,0.0,0.0
4746,Iceland,2014,Male,25-34,0.0,21.78
4747,Iceland,2014,Male,35-44,0.0,0.0
4748,Iceland,2014,Male,45-54,0.0,21.78
4749,Iceland,2014,Male,5-14,0.0,0.0
4750,Iceland,2014,Male,55-64,0.0,21.78
4751,Iceland,2014,Male,65+,0.0,0.0
4752,Iceland,2015,Female,0-4,0.0,0.0
4753,Iceland,2015,Female,15-19,0.0,0.0
4754,Iceland,2015,Female,20-24,0.21,0.0
4755,Iceland,2015,Female,25-34,0.18,0.0
4756,Iceland,2015,Female,35-44,0.18,0.0
4757,Iceland,2015,Female,45-54,0.12,0.0
4758,Iceland,2015,Female,5-14,0.0,0.0
4759,Iceland,2015,Female,55-64,0.0,0.0
4760,Iceland,2015,Female,65+,0.06,0.0
4761,Iceland,2015,Male,0-4,0.0,0.0
4762,Iceland,2015,Male,15-19,0.0,0.0
4763,Iceland,2015,Male,20-24,0.21,0.0
4764,Iceland,2015,Male,25-34,0.18,0.0
4765,Iceland,2015,Male,35-44,0.18,0.0
4766,Iceland,2015,Male,45-54,0.12,0.0
4767,Iceland,2015,Male,5-14,0.0,0.0
4768,Iceland,2015,Male,55-64,0.0,0.0
4769,Iceland,2015,Male,65+,0.06,0.0
4770,Iceland,2016,Female,0-4,0.0,0.0
4771,Iceland,2016,Female,15-19,0.0,0.0
4772,Iceland,2016,Female,20-24,0.0,0.0
4773,Iceland,2016,Female,25-34,0.0,0.0
4774,Iceland,2016,Female,35-44,0.0,0.0
4775,Iceland,2016,Female,45-54,0.0,0.0
4776,Iceland,2016,Female,5-14,0.0,0.0
4777,Iceland,2016,Female,55-64,0.0,0.0
4778,Iceland,2016,Female,65+,0.0,0.0
4779,Iceland,2016,Male,0-4,0.0,0.0
4780,Iceland,2016,Male,15-19,0.0,0.0
4781,Iceland,2016,Male,20-24,0.0,0.0
4782,Iceland,2016,Male,25-34,0.16,0.0
4783,Iceland,2016,Male,35-44,0.36,33.0
4784,Iceland,2016,Male,45-54,0.16,33.0
4785,Iceland,2016,Male,5-14,0.0,0.0
4786,Iceland,2016,Male,55-64,0.0,33.0
4787,Iceland,2016,Male,65+,0.0,0.0
4788,Iceland,2017,Female,0-4,0.0,0.0
4789,Iceland,2017,Female,15-19,1.3,0.0
4790,Iceland,2017,Female,20-24,2.7,0.0
4791,Iceland,2017,Female,25-34,5.699999999999999,8.000000000000002
4792,Iceland,2017,Female,35-44,2.1,8.000000000000002
4793,Iceland,2017,Female,45-54,1.7999999999999998,4.000000000000001
4794,Iceland,2017,Female,5-14,0.0,0.0
4795,Iceland,2017,Female,55-64,1.0000000000000002,0.0
4796,Iceland,2017,Female,65+,0.2,0.0
4797,Iceland,2017,Male,0-4,0.0,0.0
4798,Iceland,2017,Male,15-19,3.25,0.0
4799,Iceland,2017,Male,20-24,6.75,0.0
4800,Iceland,2017,Male,25-34,14.249999999999998,32.00000000000001
4801,Iceland,2017,Male,35-44,5.25,32.00000000000001
4802,Iceland,2017,Male,45-54,4.5,16.000000000000004
4803,Iceland,2017,Male,5-14,0.0,0.0
4804,Iceland,2017,Male,55-64,2.5,0.0
4805,Iceland,2017,Male,65+,0.5,0.0
4806,Iceland,2018,Female,0-4,0.0,0.0
4807,Iceland,2018,Female,15-19,0.8099999999999999,0.0
4808,Iceland,2018,Female,20-24,2.43,0.0
4809,Iceland,2018,Female,25-34,2.16,0.0
4810,Iceland,2018,Female,35-44,2.07,0.0
4811,Iceland,2018,Female,45-54,0.5399999999999999,0.0
4812,Iceland,2018,Female,5-14,0.18,0.0
4813,Iceland,2018,Female,55-64,0.36,0.0
4814,Iceland,2018,Female,65+,0.18,0.0
4815,Iceland,2018,Male,0-4,0.0,0.0
4816,Iceland,2018,Male,15-19,1.0799999999999998,0.0
4817,Iceland,2018,Male,20-24,3.24,25.0
4818,Iceland,2018,Male,25-34,2.88,25.0
4819,Iceland,2018,Male,35-44,2.76,0.0
4820,Iceland,2018,Male,45-54,0.72,0.0
4821,Iceland,2018,Male,5-14,0.24,0.0
4822,Iceland,2018,Male,55-64,0.48,50.0
4823,Iceland,2018,Male,65+,0.24,0.0
4824,Iceland,2019,Female,0-4,0.0,0.0
4825,Iceland,2019,Female,15-19,0.0,0.0
4826,Iceland,2019,Female,20-24,1.32,0.0
4827,Iceland,2019,Female,25-34,4.199999999999999,0.0
4828,Iceland,2019,Female,35-44,3.6,0.0
4829,Iceland,2019,Female,45-54,0.96,0.0
4830,Iceland,2019,Female,5-14,0.48,0.0
4831,Iceland,2019,Female,55-64,0.24,0.0
4832,Iceland,2019,Female,65+,0.36,0.0
4833,Iceland,2019,Male,0-4,0.0,0.0
4834,Iceland,2019,Male,15-19,0.0,0.0
4835,Iceland,2019,Male,20-24,1.43,0.0
4836,Iceland,2019,Male,25-34,4.55,0.0
4837,Iceland,2019,Male,35-44,3.9,0.0
4838,Iceland,2019,Male,45-54,1.04,0.0
4839,Iceland,2019,Male,5-14,0.52,0.0
4840,Iceland,2019,Male,55-64,0.26,0.0
4841,Iceland,2019,Male,65+,0.3899999999999999,0.0
4842,Iceland,2020,Female,0-4,0.0,0.0
4843,Iceland,2020,Female,15-19,0.56,0.0
4844,Iceland,2020,Female,20-24,0.7700000000000001,0.0
4845,Iceland,2020,Female,25-34,1.4,0.0
4846,Iceland,2020,Female,35-44,0.91,0.0
4847,Iceland,2020,Female,45-54,0.56,0.0
4848,Iceland,2020,Female,5-14,0.0,0.0
4849,Iceland,2020,Female,55-64,0.49,0.0
4850,Iceland,2020,Female,65+,0.07,0.0
4851,Iceland,2020,Male,0-4,0.0,0.0
4852,Iceland,2020,Male,15-19,0.8,0.0
4853,Iceland,2020,Male,20-24,1.1,0.0
4854,Iceland,2020,Male,25-34,2.0000000000000004,0.0
4855,Iceland,2020,Male,35-44,1.3,0.0
4856,Iceland,2020,Male,45-54,0.8,0.0
4857,Iceland,2020,Male,5-14,0.0,0.0
4858,Iceland,2020,Male,55-64,0.7000000000000001,0.0
4859,Iceland,2020,Male,65+,0.1,0.0
4860,Iceland,2021,Female,0-4,0.0,0.0
4861,Iceland,2021,Female,15-19,0.16,0.0
4862,Iceland,2021,Female,20-24,0.44,0.0
4863,Iceland,2021,Female,25-34,0.6,0.0
4864,Iceland,2021,Female,35-44,0.68,0.0
4865,Iceland,2021,Female,45-54,0.52,0.0
4866,Iceland,2021,Female,5-14,0.0,0.0
4867,Iceland,2021,Female,55-64,0.16,0.0
4868,Iceland,2021,Female,65+,0.0,0.0
4869,Iceland,2021,Male,0-4,0.0,0.0
4870,Iceland,2021,Male,15-19,0.44,0.0
4871,Iceland,2021,Male,20-24,1.21,0.0
4872,Iceland,2021,Male,25-34,1.65,0.0
4873,Iceland,2021,Male,35-44,1.87,0.0
4874,Iceland,2021,Male,45-54,1.43,0.0
4875,Iceland,2021,Male,5-14,0.0,0.0
4876,Iceland,2021,Male,55-64,0.44,0.0
4877,Iceland,2021,Male,65+,0.0,0.0
4878,Iceland,2022,Female,0-4,0.4,0.0
