"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Hepatitis B","Acute cases","Distribution by age","%","2006","FI","Finland",6,"35-44",9.090909090
"Hepatitis B","Acute cases","Distribution by age","%","2006","FI","Finland",7,"45-54",18.181818180
"Hepatitis B","Acute cases","Distribution by age","%","2006","FI","Finland",8,"55-64",4.545454540
"Hepatitis B","Acute cases","Distribution by age","%","2006","FI","Finland",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",1,"0-4",0.675675670
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",2,"5-14",3.378378370
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",3,"15-19",7.432432430
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",4,"20-24",6.756756750
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",5,"25-34",18.243243240
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",6,"35-44",23.648648640
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",7,"45-54",18.243243240
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",8,"55-64",14.189189180
"Hepatitis B","Acute cases","Distribution by age","%","2006","FR","France",9,"65+",7.432432430
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",1,"0-4",1.234567900
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",2,"5-14",3.703703700
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",3,"15-19",2.469135800
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",4,"20-24",8.641975300
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",5,"25-34",32.098765430
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",6,"35-44",24.691358020
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",7,"45-54",12.345679010
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",8,"55-64",8.641975300
"Hepatitis B","Acute cases","Distribution by age","%","2006","HU","Hungary",9,"65+",6.172839500
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",1,"0-4",2.173913040
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",3,"15-19",3.260869560
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",4,"20-24",11.956521730
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",5,"25-34",40.217391300
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",6,"35-44",20.652173910
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",7,"45-54",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",8,"55-64",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2006","IE","Ireland",9,"65+",4.347826080
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",1,"0-4",0.588235290
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",2,"5-14",2.352941170
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",3,"15-19",14.117647050
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",4,"20-24",18.823529410
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",5,"25-34",18.235294110
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",6,"35-44",10.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",7,"45-54",15.294117640
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",8,"55-64",7.647058820
"Hepatitis B","Acute cases","Distribution by age","%","2006","LV","Latvia",9,"65+",12.941176470
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",2,"5-14",1.287553640
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",3,"15-19",6.866952780
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",4,"20-24",9.442060080
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",5,"25-34",15.879828320
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",6,"35-44",35.193133040
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",7,"45-54",17.596566520
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",8,"55-64",9.442060080
"Hepatitis B","Acute cases","Distribution by age","%","2006","NL","Netherlands",9,"65+",4.291845490
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",1,"0-4",1.342281870
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",2,"5-14",0.671140930
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",3,"15-19",5.369127510
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",4,"20-24",15.436241610
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",5,"25-34",24.161073820
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",6,"35-44",28.187919460
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",7,"45-54",14.093959730
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",8,"55-64",7.382550330
"Hepatitis B","Acute cases","Distribution by age","%","2006","NO","Norway",9,"65+",3.355704690
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",1,"0-4",1.059135030
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",2,"5-14",2.030008820
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",3,"15-19",18.005295670
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",4,"20-24",23.477493380
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",5,"25-34",27.537511030
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",6,"35-44",13.327449240
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",7,"45-54",7.943512790
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",8,"55-64",4.501323910
"Hepatitis B","Acute cases","Distribution by age","%","2006","RO","Romania",9,"65+",2.118270070
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",1,"0-4",1.197604790
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",2,"5-14",0.598802390
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",3,"15-19",7.784431130
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",4,"20-24",16.766467060
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",5,"25-34",29.341317360
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",6,"35-44",25.748502990
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",7,"45-54",11.976047900
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",8,"55-64",4.790419160
"Hepatitis B","Acute cases","Distribution by age","%","2006","SE","Sweden",9,"65+",1.796407180
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",4,"20-24",8.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",5,"25-34",24.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",6,"35-44",24.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",7,"45-54",8.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",8,"55-64",16.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SI","Slovenia",9,"65+",20.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",1,"0-4",4.032258060
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",2,"5-14",2.419354830
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",3,"15-19",8.870967740
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",4,"20-24",23.387096770
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",5,"25-34",20.161290320
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",6,"35-44",12.096774190
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",7,"45-54",14.516129030
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",8,"55-64",9.677419350
"Hepatitis B","Acute cases","Distribution by age","%","2006","SK","Slovakia",9,"65+",4.838709670
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",2,"5-14",0.442477870
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",3,"15-19",8.407079640
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",4,"20-24",12.168141590
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",5,"25-34",26.327433620
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",6,"35-44",25.442477870
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",7,"45-54",13.938053090
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",8,"55-64",8.628318580
"Hepatitis B","Acute cases","Distribution by age","%","2006","UK","United Kingdom",9,"65+",4.646017690
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",3,"15-19",7.565789470
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",4,"20-24",16.776315780
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",5,"25-34",36.513157890
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",6,"35-44",17.763157890
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",7,"45-54",9.539473680
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",8,"55-64",6.250000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","CZ","Czechia",9,"65+",5.592105260
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",1,"0-4",0.443458980
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",2,"5-14",1.330376940
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",3,"15-19",3.769401330
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",4,"20-24",7.538802660
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",5,"25-34",18.403547670
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",6,"35-44",26.718403540
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",7,"45-54",17.073170730
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",8,"55-64",12.527716180
"Hepatitis B","Acute cases","Distribution by age","%","2007","DE","Germany",9,"65+",12.195121950
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",2,"5-14",10.714285710
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",3,"15-19",7.142857140
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",4,"20-24",10.714285710
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",5,"25-34",25.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",6,"35-44",14.285714280
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",7,"45-54",17.857142850
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",8,"55-64",10.714285710
"Hepatitis B","Acute cases","Distribution by age","%","2007","DK","Denmark",9,"65+",3.571428570
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",1,"0-4",2.173913040
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",3,"15-19",2.173913040
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",4,"20-24",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",5,"25-34",45.652173910
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",6,"35-44",15.217391300
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",7,"45-54",10.869565210
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",8,"55-64",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2007","EE","Estonia",9,"65+",6.521739130
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",1,"0-4",4.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",2,"5-14",4.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",3,"15-19",4.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",4,"20-24",6.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",5,"25-34",41.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",6,"35-44",12.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",7,"45-54",6.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",8,"55-64",10.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2007","EL","Greece",9,"65+",10.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",2,"5-14",0.934579430
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",3,"15-19",2.959501550
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",4,"20-24",7.476635510
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",5,"25-34",32.710280370
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",6,"35-44",24.454828660
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",7,"45-54",16.978193140
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",8,"55-64",8.099688470
"Hepatitis B","Acute cases","Distribution by age","%","2007","ES","Spain",9,"65+",6.386292830
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",1,"0-4",0.701298000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",2,"5-14",1.376623000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",3,"15-19",7.610389000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",4,"20-24",13.246753000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",5,"25-34",27.038961000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",6,"35-44",20.571428000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",7,"45-54",13.792207000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",8,"55-64",8.753246000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_21","EU (without UK)",9,"65+",6.909090000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",1,"0-4",0.701098000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",2,"5-14",1.472306000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",3,"15-19",7.244683000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",4,"20-24",13.344239000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",5,"25-34",26.992287000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",6,"35-44",20.799252000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",7,"45-54",14.045337000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",8,"55-64",8.716989000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EU27_UK_21","EU (with UK until 2019)",9,"65+",6.683804000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.705289000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",2,"5-14",1.335012000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",3,"15-19",7.682619000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",4,"20-24",13.450881000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",5,"25-34",27.178841000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",6,"35-44",20.579345000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",7,"45-54",13.753148000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",8,"55-64",8.614609000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEA30_21","EU/EEA (without UK)",9,"65+",6.700251000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"0-4",0.704705000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"5-14",1.432143000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",3,"15-19",7.319845000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",4,"20-24",13.525801000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",5,"25-34",27.119799000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",6,"35-44",20.800181000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",7,"45-54",14.003182000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",8,"55-64",8.592862000
"Hepatitis B","Acute cases","Distribution by age","%","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",9,"65+",6.501477000
"Hepatitis B","Acute cases","Distribution by age","%","2007","FI","Finland",1,"0-4",5.882352940
"Hepatitis B","Acute cases","Distribution by age","%","2007","FI","Finland",2,"5-14",0.000000000
