"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EU27_UK_21","EU (with UK until 2019)",5,"25-34",8.771504000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EU27_UK_21","EU (with UK until 2019)",6,"35-44",4.346034000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EU27_UK_21","EU (with UK until 2019)",7,"45-54",2.462424000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EU27_UK_21","EU (with UK until 2019)",8,"55-64",1.477704000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EU27_UK_21","EU (with UK until 2019)",9,"65+",0.580722000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.782525000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",2,"5-14",0.749002000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",3,"15-19",2.482361000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",4,"20-24",6.597593000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",5,"25-34",8.190431000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",6,"35-44",3.924267000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",7,"45-54",2.144960000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",8,"55-64",1.522940000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",9,"65+",0.484903000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"0-4",0.623929000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"5-14",0.656408000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",3,"15-19",2.410331000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",4,"20-24",6.746542000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",5,"25-34",9.340425000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",6,"35-44",4.632016000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",7,"45-54",2.577669000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",8,"55-64",1.546201000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",9,"65+",0.595640000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",1,"0-4",2.105639950
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",2,"5-14",1.286266690
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",3,"15-19",7.166403890
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",4,"20-24",13.176177470
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",5,"25-34",13.277847550
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",6,"35-44",5.375336300
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",7,"45-54",3.108534480
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",8,"55-64",3.637050350
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","FI","Finland",9,"65+",0.594413700
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",1,"0-4",0.996747280
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",2,"5-14",1.069166130
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",3,"15-19",10.585913220
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",4,"20-24",30.230097550
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",5,"25-34",39.379159420
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",6,"35-44",24.262422360
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",7,"45-54",9.102458820
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",8,"55-64",2.736257140
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","IE","Ireland",9,"65+",1.950192090
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",1,"0-4",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",2,"5-14",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",3,"15-19",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",4,"20-24",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",5,"25-34",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",6,"35-44",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",7,"45-54",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",8,"55-64",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","LV","Latvia",9,"65+",-
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",1,"0-4",2.125179120
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",2,"5-14",0.951697820
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",3,"15-19",7.063272790
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",4,"20-24",21.249160390
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",5,"25-34",21.069329900
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",6,"35-44",13.000520020
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",7,"45-54",8.983261610
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",8,"55-64",5.941869380
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NL","Netherlands",9,"65+",2.531690100
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",1,"0-4",1.391870770
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",2,"5-14",5.327495680
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",3,"15-19",7.687808130
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",4,"20-24",30.544565970
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",5,"25-34",32.067212870
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",6,"35-44",17.342920110
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",7,"45-54",7.567792120
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",8,"55-64",4.443720280
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","NO","Norway",9,"65+",1.318741210
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",1,"0-4",1.813254890
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",2,"5-14",3.194194830
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",3,"15-19",9.358601550
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",4,"20-24",18.396716660
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",5,"25-34",25.729054860
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",6,"35-44",12.949514940
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",7,"45-54",5.156096520
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",8,"55-64",4.818220180
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SE","Sweden",9,"65+",1.724824110
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",1,"0-4",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",2,"5-14",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",3,"15-19",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",4,"20-24",2.155729930
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",5,"25-34",2.327181810
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",6,"35-44",1.970508060
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",7,"45-54",2.574358740
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",8,"55-64",1.742312040
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SI","Slovenia",9,"65+",0.958852440
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",1,"0-4",0.383000880
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",2,"5-14",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",3,"15-19",0.493178110
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",4,"20-24",0.675695450
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",5,"25-34",0.896912260
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",6,"35-44",0.674545350
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",7,"45-54",0.876069900
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",8,"55-64",0.535300380
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","SK","Slovakia",9,"65+",0.157484030
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",1,"0-4",0.314576410
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",2,"5-14",0.471360870
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",3,"15-19",2.255022650
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",4,"20-24",7.062927260
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",5,"25-34",11.847774980
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",6,"35-44",6.323571110
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",7,"45-54",3.672820800
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",8,"55-64",1.599537340
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2006","UK","United Kingdom",9,"65+",0.872964470
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",1,"0-4",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",2,"5-14",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",3,"15-19",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",4,"20-24",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",5,"25-34",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",6,"35-44",0.007347930
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",7,"45-54",0.008174440
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",8,"55-64",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DE","Germany",9,"65+",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",1,"0-4",1.846818700
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",2,"5-14",1.595891300
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",3,"15-19",3.097691900
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",4,"20-24",13.501881820
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",5,"25-34",16.970907010
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",6,"35-44",8.351694770
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",7,"45-54",3.940008610
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",8,"55-64",2.061388130
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","DK","Denmark",9,"65+",0.958376510
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",1,"0-4",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",2,"5-14",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",3,"15-19",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",4,"20-24",4.060501470
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",5,"25-34",4.242456380
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",6,"35-44",1.634877380
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",7,"45-54",4.729871760
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",8,"55-64",3.296413500
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EE","Estonia",9,"65+",1.292490620
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",1,"0-4",0.457444000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",2,"5-14",0.706693000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",3,"15-19",2.891097000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",4,"20-24",7.386918000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",5,"25-34",8.237817000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",6,"35-44",4.161244000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",7,"45-54",2.374002000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",8,"55-64",1.650878000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_21","EU (without UK)",9,"65+",0.443944000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",1,"0-4",0.417282000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",2,"5-14",0.656135000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",3,"15-19",3.079557000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",4,"20-24",8.208175000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",5,"25-34",10.523336000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",6,"35-44",5.675491000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",7,"45-54",3.167237000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",8,"55-64",1.930067000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EU27_UK_21","EU (with UK until 2019)",9,"65+",0.672685000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.494154000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",2,"5-14",0.805986000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",3,"15-19",3.224490000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",4,"20-24",7.926576000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",5,"25-34",9.007888000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",6,"35-44",4.475209000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",7,"45-54",2.518460000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",8,"55-64",1.723791000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",9,"65+",0.458823000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"0-4",0.443033000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"5-14",0.725268000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",3,"15-19",3.306620000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",4,"20-24",8.565123000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",5,"25-34",11.012150000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",6,"35-44",5.868134000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",7,"45-54",3.255855000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",8,"55-64",1.975500000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",9,"65+",0.679266000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",1,"0-4",2.082415040
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",2,"5-14",1.631177670
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",3,"15-19",4.303097920
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",4,"20-24",9.036035710
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",5,"25-34",10.053282390
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",6,"35-44",4.491600000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",7,"45-54",3.126624370
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",8,"55-64",3.042418220
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","FI","Finland",9,"65+",0.575561430
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",1,"0-4",0.648422220
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",2,"5-14",0.700574470
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",3,"15-19",9.611918770
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",4,"20-24",31.176588020
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",5,"25-34",34.858550120
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",6,"35-44",28.387347710
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",7,"45-54",11.113936680
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",8,"55-64",5.544667110
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","IE","Ireland",9,"65+",2.559410310
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",1,"0-4",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",2,"5-14",2.867726130
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",3,"15-19",23.400981670
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",4,"20-24",56.603882560
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",5,"25-34",46.506992650
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",6,"35-44",19.587999080
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",7,"45-54",13.157472480
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",8,"55-64",12.510391690
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","LV","Latvia",9,"65+",5.205378190
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",1,"0-4",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",2,"5-14",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",3,"15-19",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",4,"20-24",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",5,"25-34",1.725327810
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",6,"35-44",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",7,"45-54",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",8,"55-64",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","MT","Malta",9,"65+",0.000000000
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","NL","Netherlands",1,"0-4",0.620552060
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","NL","Netherlands",2,"5-14",1.456017720
"Hepatitis B","Chronic cases","Age-specific rate","N/100000","2007","NL","Netherlands",3,"15-19",7.411205740
